dbname,table_name,alert_seconds,alert_rowcount,alert_event,alert_solution,alert_sample_query,alert_querycount
dw,t_rslocal_localhost@67204098@80823173@,1887.29748300,1803568022,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,699412982,8
dw,t_rslocal_localhost@111614305@81334900@,1857.42528800,2033710460,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703190012,9
dw,t_rslocal_localhost@67204098@81334900@,1857.42528800,2033710460,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703190012,9
,invoice_detail,1856.23511200,3757393697,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698076925,30
,t_rslocal_localhost@47931087@80823173@,1826.99989000,2851429066,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698121362,6
dw,dl_sap_order_detail_ce10010,1826.26606600,7200288,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703189847,37
,cut_session_windows,1779.26570800,599878,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698247222,3
personalization,t_rslocal_localhost@46687550@80823173@,1759.77313100,151060708,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,699309258,7
personalization,t_rslocal_localhost@44907317@80823173@,1759.77313100,151060708,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,699309258,7
personalization,t_rslocal_localhost@46686395@80823173@,1759.77313100,151060708,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,699309258,7
,t_rslocal_localhost@111613869@80823173@,1752.43086000,232533061,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,698003189,6
,t_rslocal_localhost@65502834@80823173@,1752.43086000,232533061,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,698003189,6
dw,t_rslocal_localhost@7766066@81183645@,1748.37885200,2235796602,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698772514,2
,t_rslocal_localhost@67203728@80823173@,1742.72995400,371491309,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,697898025,2
,t_rslocal_localhost@111613887@80823173@,1742.72995400,371491309,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,697898025,2
dw,user_events,1737.74378400,484854438,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,702255842,6
dw,categorizedcharges,1727.28827800,37403416,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703002717,115
data_lake,communication_domain,1713.25444500,3672849625,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703019406,1
dw,t_rslocal_localhost@111613887@80823173@,1709.51725000,371973815,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698877327,2
dw,t_rslocal_localhost@67203728@80823173@,1709.51725000,371973815,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698877327,2
,t_rslocal_localhost@67278725@80823173@,1689.47898300,1950357295,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698062572,6
,t_rslocal_localhost@111643627@80823173@,1689.47898300,1950357295,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698062572,6
dw,t_rslocal_localhost@7766066@81545141@,1686.59719600,2165745248,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,702424724,2
,t_rslocal_localhost@7766066@81109808@,1673.07317200,2248981546,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,697976922,2
dw,t_rslocal_localhost@111613831@80823173@,1636.08818500,41312844,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",699438974,22
data_lake,interaction,1627.34562100,3049852100,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703019622,1
dw,image,1627.00701000,8950663070,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,702205543,11
dw,t_rslocal_localhost@7766066@81465933@,1614.53376200,2178665352,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,701640192,2
dw,t_rslocal_localhost@54293397@81334900@,1607.52177700,2815356,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703337479,48
dw,t_rslocal_localhost@7766066@81393954@,1597.63677800,2191952074,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,700840293,2
,order_erp,1581.00064800,3989493603,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698283559,34
dw,dl_invoice_detail,1566.25555300,183439683,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,703024752,1
dw,t_rslocal_localhost@112473779@80823173@,1565.59620700,157029925,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,698808465,1
dw,t_rslocal_localhost@7766066@81622469@,1548.52118500,2153166910,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703124697,2
dw,t_rslocal_localhost@7766066@81334900@,1546.74405500,2206623822,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,700133639,2
data_lake,likp_cdc,1516.48985900,3943,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703382145,750
personalization,t_rslocal_localhost@52540635@81334900@,1507.77161300,14690207,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",702895975,14
data_lake,bigquery_ds_android_firebase_messaging,1480.99304100,5727352,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",702811768,35
dw,t_rslocal_localhost@54293397@80823173@,1480.09694600,540868661,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,699493346,5
,project,1480.03644900,1984603285,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698253001,5
dw,t_rslocal_localhost@65598159@80823173@,1473.37038300,35638298,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",699438974,22
dw,t_rslocal_localhost@7766066@81260370@,1464.04874400,2221973602,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,699500499,2
,dl_tempglcustomer,1461.36351200,157018005,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,697762957,1
dw,marketing_journey_engagement,1451.15136900,23694151,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703117632,40
dw,t_rslocal_localhost@111613851@80823173@,1434.15359700,811172694,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,699412982,5
dw,mblack,1433.94888000,1426392890,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,699898769,1
,t_rslocal_localhost@67204225@80823173@,1417.36568700,638334044,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698062583,2
,t_rslocal_localhost@111615111@80823173@,1417.36568700,638334044,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698062583,2
dw,ce10010,1388.92803900,16593307,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",702851443,17
,t_rslocal_localhost@111613885@80823173@,1372.82860500,745975152,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698062583,2
,t_rslocal_localhost@67187488@80823173@,1372.82860500,745975152,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698062583,2
dw,udm_visitors_v2,1343.62670900,943056649,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",701864755,2
,marketing_journey_engagement,1336.73955300,3630760371,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,697742299,1
dw,t_rslocal_localhost@6849701@80823173@,1335.50478700,78489342,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,699506154,4
,t_rslocal_851725644085:dc3aaf51-149d-4b26-8db2-ae787605551b@1306189@716097@,1323.03107400,965440731,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,699617908,1
,interactions,1291.26513500,38996286,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",697774836,2
,dl_ole_db_source_cust_query,1251.57853900,166505659,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,697762957,1
dw,t_rslocal_localhost@7362422@81334900@,1233.93504600,26172193,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703124697,13
dw,t_rslocal_localhost@111613831@80823173@,1214.87142000,430867506,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,699387082,5
dw,t_rslocal_localhost@65598159@80823173@,1214.87142000,430867506,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,699387082,5
dw,udm_visitors_temp_staging_v2,1209.45806100,2800112,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703057584,14
,t_rslocal_localhost@18900631@80823173@,1201.19499300,211526526,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,697992651,7
,monthly_active_users,1194.66812700,3877665122,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,697692630,1
,t_rslocal_localhost@111613831@80823173@,1184.90215400,18300134,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698105569,14
data_lake,t_rslocal_localhost@56318977@81334900@,1184.25091700,20655752,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,699692897,2
,t_rslocal_localhost@111613883@80823173@,1183.28722700,1759043022,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698062572,7
,t_rslocal_localhost@85257634@80823173@,1183.28722700,1759043022,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698062572,7
data_lake,bsad,1182.65794400,625709266,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703015118,2
data_lake,vbrk_cdc,1178.08016700,4612684,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",702629689,28
data_lake,z_bseg,1162.18065600,1427780,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698399600,9
,marketing_interaction,1156.20694000,3040102643,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,697742069,1
,t_rslocal_localhost@56318977@80823173@,1131.06163600,220161325,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698039640,3
dw,project_tbd03032025,1125.86341400,2388628,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703390081,5
,user_image_history,1113.52869600,516767,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",697880670,1
,vbap_cdc,1102.68073300,1628,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698294144,330
data_lake,collaborator_future,1095.59796700,328238451,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,701882907,3
data_lake,neo4j_user_project_relationship,1082.46485600,2800112,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703240494,14
dw,t_rslocal_localhost@70277774@81334900@,1078.19788200,6254036,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",702690039,20
personalization,t_rslocal_localhost@52540635@80823173@,1069.16150800,6510523,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",699307548,6
dw,image_cut_daily,1059.25336600,5110073471,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,702126822,5
,project_conversion_fact,1058.94460800,182771456,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,697883555,4
,daily_active_users,1055.23251200,1322133710,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698258018,4
dw,t_rslocal_localhost@67187488@81334900@,1042.41707200,183439683,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,703024752,1
dw,t_rslocal_localhost@111613885@81334900@,1042.41707200,183439683,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,703024752,1
,t_rslocal_localhost@130441852@81173511@,1040.78505500,10846332,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698039640,3
,t_rslocal_localhost@111613955@80823173@,1028.39642300,464584752,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698062583,4
,bsis,1024.95289300,45914763,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698248388,26
data_lake,ce10010_cdc,1023.88081700,722517113,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703016465,2
,t_rslocal_localhost@67204179@80823173@,1016.95875500,197303463,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698062572,6
dw,machine,1011.13280000,457167903,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,703111429,35
,t_rslocal_localhost@111613955@80823173@,1005.10696300,196632947,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698062583,8
,mbew,996.11844900,4603,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698295384,198
,t_rslocal_localhost@67204179@80823173@,994.23510300,441643109,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,697891384,2
dw,t_rslocal_localhost@18900631@81334900@,981.30423500,484543753,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703117632,16
data_lake,$esf_order_detail_incremental,977.94498100,7372912,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703400234,614
,bsak,962.79199300,45914672,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698279308,3
,bsas,960.94207400,45914672,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698204444,2
,bsid,960.38598700,45914686,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698294424,6
,bsik,958.37482400,45914668,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",697757003,1
,bsad,958.37482400,45914668,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",697757003,1
dw,t_rslocal_localhost@6936267@81334900@,953.28277800,3208614454,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703122455,19
,cut_project_session_summary,951.25030100,1271833999,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,697714851,1
data_lake,eine,936.02585800,2570,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703365644,80
,t_rslocal_localhost@65598159@80823173@,932.62966400,18300046,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698105569,13
,outsidecharges,918.72299400,656404420,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,697900846,7
dw,dtc_pr_adj_all_fake_parent_line_allocation,910.19174600,11284504,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703343159,63
dw,dl_invoice_detail,904.33543200,7200288,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703190444,36
dw,t_rslocal_localhost@111613869@81334900@,882.38071500,542974754,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703190012,7
dw,t_rslocal_localhost@65502834@81334900@,882.38071500,542974754,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703190012,7
dw,cut_project_session_summary,867.69368400,1271848592,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,699899340,1
,adrc,862.34576400,2061,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698294896,410
dw,t_rslocal_localhost@111620618@81334900@,860.65384500,1084429399,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703190014,7
,mv_tbl__ranked_projects__0__tmp,857.50601700,4200168,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698182655,21
dw,t_rslocal_localhost@65511660@81334900@,855.17367800,1759527,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703389610,55
,inventory,852.06586900,930135,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698285573,183
dw,t_rslocal_localhost@6936267@81334900@,837.54965400,22609468,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703001900,8
dw,t_rslocal_localhost@111621005@80823173@,830.89889700,169066441,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,699549522,8
,t_rslocal_localhost@67204098@80823173@,824.20441400,675743717,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698062583,3
,t_rslocal_localhost@111614305@80823173@,824.20441400,675743717,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698062583,3
dw,user_profile,812.43575000,640819583,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,703125442,29
dw,engagement_cohorts,811.71183900,91032137,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703381190,16
dw,t_rslocal_localhost@111613863@81334900@,803.16851500,1759527,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",702781896,44
dw,t_rslocal_localhost@6936267@81334900@,802.44782600,907699169,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,702997672,5
dw,mv_tbl__project_query_conversion__0,788.52409000,49714194,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",701887107,4
dw,t_rslocal_851725644085:dc3aaf51-149d-4b26-8db2-ae787605551b@1377649@716097@,778.90795800,779695153,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,702645974,3
data_lake,t_rslocal_localhost@7863392@81603458@,770.70120900,934392385,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,702447689,3
,likp_cdc,770.58267400,2776,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698295318,187
,mv_tbl__sales_orders__0__tmp,765.21100600,6424272,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698079276,34
dw,channel_sales_on_hand,755.05017300,9510010,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703376034,261
,t_rslocal_localhost@60317075@80823173@,748.03895600,10093918,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698039640,4
dw,t_rslocal_localhost@30165390@81334900@,743.52450100,628980776,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703037068,6
,sales_flash,735.98996400,4589918,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698284648,426
dw,product,720.01688100,4022458,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703399564,249
dw,t_rslocal_localhost@7362422@80823173@,719.94070600,10091378,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",699500499,5
data_lake,glyph,716.86857700,4043544891,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,702901834,3
,order_erp,716.16171000,20778542,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698277126,47
dw,mv_tbl__sales_orders__0,711.28846300,740488,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703271136,35
,order_line_dtc,707.92637000,15333581,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698076048,21
dw,mv_tbl__statsig_first_exposures_auto_refresh_july27__0__tmp,702.86646100,11449776,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703137804,104
dw,base_data,696.17936400,641054787,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703221430,18
dw,dtc_pr_adj_all_sap_orders,691.73366400,4200168,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703343082,21
dw,mv_tbl__subscription_user_daily__0,689.35669000,106009354,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,701108183,2
,t_rslocal_localhost@65598159@80823173@,685.75833000,244480424,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698094520,4
,t_rslocal_localhost@111613831@80823173@,685.75833000,244480424,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698094520,4
dw,t_rslocal_localhost@30165390@80823173@,677.14182800,471866630,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,699429416,4
dw,t_rslocal_localhost@6936267@80823173@,671.63362500,724731720,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,699411613,4
dw,t_rslocal_localhost@111620618@80823173@,668.55596200,772328027,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,699413511,5
,t_rslocal_localhost@30165390@80823173@,662.81666400,209377627,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,697898474,2
,t_rslocal_localhost@6849701@80823173@,661.92752700,58831344,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698217453,3
dw,t_rslocal_localhost@6267097@80823173@,660.74950400,314575704,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,699391254,2
dw,t_rslocal_localhost@52052030@81334900@,656.76976400,711957490,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703313994,5
dw,t_rslocal_localhost@49539592@81185466@,644.04183800,179665936,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698900233,4
,dl_sap_order_detail_vbak_vbap,637.14638000,2427392,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698066679,14
data_lake,bsis,636.88093300,449222660,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703015586,1
personalization,user_image_history_hourly,635.10756800,2493466,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703278165,11
dw,t_rslocal_localhost@112473779@80823173@,634.82836000,1912625,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",699202682,4
dw,invoice_detail,628.18454100,510933,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703208752,47
data_lake,cdhdr,626.60414000,501542982,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,702339560,1
data_lake,vbfa_cdc,626.31273700,773462770,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703017273,3
data_lake,z_bseg_incremental,623.77439000,72908841,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,702899036,6
,general_ledger_detail,611.71611300,419980,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698236397,5
dw,t_rslocal_localhost@6850072@80823173@,609.53096400,6520177,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",699217606,7
dw,t_rslocal_localhost@6267097@81334900@,605.62974800,315158411,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,701457998,2
,delivery_detail,595.34099200,771904641,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698283559,18
,demand_future,586.48233800,2412592,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698292326,13
dw,t_rslocal_localhost@111613863@81334900@,582.86096700,64410186,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703189716,5
dw,t_rslocal_localhost@65511660@81334900@,582.86096700,64410186,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703189716,5
,t_rslocal_localhost@111613851@80823173@,581.12571600,324061054,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698062583,2
,esf_order_detail,578.92776100,10482637967,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698291981,58
,marketing_journey_engagement,578.16019500,6840647,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",697995077,13
,t_rslocal_localhost@49539592@81113675@,573.30065400,205553344,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698127740,4
,t_rslocal_localhost@54293397@80823173@,572.73363400,3663651,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",698278363,16
dw,t_rslocal_localhost@65502834@80823173@,571.93593900,387622690,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,699412982,5
dw,t_rslocal_localhost@111613869@80823173@,571.93593900,387622690,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,699412982,5
dw,sale_shipment_billing,560.53924600,123942691,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,703032555,6
dw,t_rslocal_localhost@49539592@81334900@,551.77114500,207452718,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,700241236,4
dw,t_rslocal_localhost@111613835@81334900@,551.28943700,59308962,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703203028,9
data_lake,t_rslocal_442426888630:20d6c870-9e7b-4cf1-a0c4-fbdfa665c00d@110689@46657@,549.00882000,254140067,Broadcasted a large number of rows across the network,Review the choice of distribution key to collocate the join and consider using distributed tables,700251098,1
data_lake,ekpo_cdc,547.59948200,556,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",703365501,117
,weekly_active_users,547.35627400,2102453760,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,697694121,1
,t_rslocal_localhost@7362422@80823173@,545.41559200,6902723,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",697976922,4
,t_rslocal_851725644085:dc3aaf51-149d-4b26-8db2-ae787605551b@1377649@693658@,542.62710400,672528598,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,698277295,3
dw,user_dates_populate,536.19626600,1632884580,Distributed a large number of rows across the network,Review the choice of distribution key to collocate the join or aggregation,702913268,14
,dl_fact_order_line_incremental,535.69497300,5436240,Very selective query filter,"Review the choice of sort key to enable range restricted scans, or run the VACUUM command to ensure the table is sorted",697995000,30
